Customer_ID,Region,Customer_Segment,Industry,Lead_Source,Lead_Stage,Is_Won,Customer_Status,Product,Campaign,Preferred_Channel,Assigned_Sales_Rep,Signup_Date,Last_Contact_Date,Days_to_Last_Contact,Lead_Score,Interaction_Count,Website_Visits,Email_Opens,Response_Time_Hours,Customer_Satisfaction,Revenue,Has_Revenue
CUST10823,Zarqa,Small Business,Retail,Trade Show,Proposal,False,Active,CRM Professional,Year-End Campaign,Social Media,Samer Khalil,2023-10-26,,,24.0,4,9,4,26.2,7.2,153.47,True
CUST10824,Salt,Corporate,Manufacturing,Google Ads,New Lead,False,Active,Marketing Add-on,Summer Campaign,Phone,Omar Mansour,2023-07-12,2023-08-27,46.0,45.0,3,5,8,9.8,7.9,0.0,False
CUST10825,Karak,Corporate,Healthcare,Website,Qualified,False,Active,CRM Professional,Back-to-School,Meeting,Yara Odeh,2023-06-01,2024-03-15,288.0,40.0,3,8,1,10.8,9.2,0.0,False
CUST10826,Madaba,Consumer,Finance,Referral,Qualified,False,Inactive,CRM Enterprise,Summer Campaign,Email,Omar Mansour,2024-11-18,2024-12-03,15.0,62.0,4,7,6,7.6,7.0,0.0,False
CUST10827,Aqaba,Small Business,Hospitality,Email Campaign,New Lead,False,Active,CRM Professional,Spring Campaign,Phone,Omar Mansour,2024-05-20,2024-07-03,44.0,60.0,7,13,2,8.0,7.3,0.0,False
CUST10828,Karak,Corporate,Healthcare,Email Campaign,Proposal,False,Inactive,Marketing Add-on,Summer Campaign,Social Media,Ahmad Saleh,2025-02-28,2025-08-16,169.0,48.0,4,5,2,6.6,6.5,218.44,True
CUST10829,Madaba,Consumer,Finance,LinkedIn,Won,True,Active,Analytics Add-on,Spring Campaign,WhatsApp,Lina Haddad,2024-03-23,2025-01-27,310.0,78.0,7,5,4,,7.2,200.6,True
CUST10830,Aqaba,Consumer,Healthcare,Website,Negotiation,False,Prospect,Marketing Add-on,Unknown,Website,Samer Khalil,2023-04-06,2023-05-20,44.0,64.0,5,7,5,17.4,6.2,31.22,True
CUST10831,Amman,Consumer,Construction,Instagram,Contacted,False,Prospect,CRM Basic,Q1 Acquisition,Email,Dana Nasser,2023-09-26,2024-01-02,98.0,,7,8,6,5.7,5.2,0.0,False
CUST10832,Salt,Consumer,Hospitality,LinkedIn,Won,True,Inactive,CRM Enterprise,Back-to-School,WhatsApp,Dana Nasser,2025-12-19,2025-12-31,12.0,69.0,5,13,8,22.6,9.2,737.98,True
CUST10833,Zarqa,Consumer,Manufacturing,LinkedIn,Qualified,False,Prospect,CRM Enterprise,Back-to-School,Website,Dana Nasser,2023-09-17,2024-01-04,109.0,64.0,6,10,5,14.2,7.3,0.0,False
CUST10834,Irbid,Corporate,Healthcare,LinkedIn,Lost,False,Active,CRM Enterprise,Summer Campaign,WhatsApp,Samer Khalil,2025-01-27,2025-11-06,283.0,58.0,6,8,3,4.8,8.0,0.0,False
CUST10835,Irbid,Consumer,Manufacturing,Referral,New Lead,False,Prospect,CRM Professional,Q1 Acquisition,Phone,Dana Nasser,2024-07-16,2025-06-24,343.0,55.0,4,8,4,6.1,8.2,0.0,False
CUST10836,Zarqa,Small Business,Hospitality,Trade Show,Qualified,False,Prospect,CRM Basic,Referral Program,Phone,Samer Khalil,2023-08-05,2023-11-17,104.0,41.0,2,8,1,3.4,5.6,0.0,False
CUST10837,Madaba,Small Business,Manufacturing,LinkedIn,Proposal,False,Prospect,CRM Basic,Year-End Campaign,Website,Dana Nasser,2025-03-09,2025-11-20,256.0,62.0,3,7,3,31.5,7.7,37.24,True
CUST10838,Madaba,Small Business,Retail,Trade Show,Contacted,False,Inactive,CRM Professional,Referral Program,Website,Dana Nasser,2024-02-11,2024-09-04,206.0,82.0,11,9,3,27.8,9.0,0.0,False
CUST10839,Madaba,Corporate,Manufacturing,Trade Show,Won,True,Inactive,Analytics Add-on,Spring Campaign,Phone,Samer Khalil,2023-08-27,2024-07-27,335.0,80.0,10,8,7,3.6,9.0,2090.74,True
CUST10840,Madaba,Consumer,Technology,Website,Proposal,False,Active,Analytics Add-on,Referral Program,Phone,Lina Haddad,2023-09-11,2023-10-24,43.0,88.0,6,2,1,3.2,7.0,35.55,True
CUST10841,Salt,Enterprise,Healthcare,Unknown,New Lead,False,Active,CRM Basic,Summer Campaign,Meeting,Yara Odeh,2024-04-23,,,81.0,6,2,3,22.9,9.6,0.0,False
CUST10842,Salt,Small Business,Hospitality,Trade Show,Proposal,False,Active,Marketing Add-on,Q1 Acquisition,Website,Yara Odeh,2024-04-06,2024-12-07,245.0,66.0,4,7,4,3.6,9.0,87.16,True
CUST10843,Salt,Small Business,Education,LinkedIn,Qualified,False,Prospect,CRM Basic,Q1 Acquisition,Website,Samer Khalil,2024-09-22,2025-07-06,287.0,77.0,5,14,4,,6.2,0.0,False
CUST10844,Aqaba,Corporate,Education,Referral,Contacted,False,Active,CRM Professional,Spring Campaign,Meeting,Samer Khalil,2023-03-08,2024-02-26,355.0,69.0,10,8,4,11.1,10.0,0.0,False
CUST10845,Salt,Consumer,Education,LinkedIn,Lost,False,Active,CRM Basic,Year-End Campaign,Website,Omar Mansour,2023-07-12,2024-04-10,273.0,18.0,8,10,6,6.6,6.0,0.0,False
CUST10846,Karak,Consumer,Hospitality,Facebook,Won,True,Active,Analytics Add-on,Spring Campaign,Social Media,Ahmad Saleh,2025-10-29,2025-12-31,63.0,88.0,4,9,8,28.2,6.0,330.27,True
CUST10847,Amman,Corporate,Technology,Facebook,Contacted,False,Active,CRM Enterprise,Year-End Campaign,Meeting,Ahmad Saleh,2023-01-28,2023-05-18,110.0,80.0,5,16,6,17.9,9.4,0.0,False
CUST10848,Salt,Small Business,Manufacturing,Facebook,Proposal,False,Prospect,CRM Professional,Spring Campaign,Social Media,Lina Haddad,2025-05-18,2025-11-24,190.0,35.0,6,9,3,10.6,7.1,148.54,True
CUST10849,Irbid,Corporate,Healthcare,Website,Contacted,False,Prospect,CRM Enterprise,Summer Campaign,Phone,Lina Haddad,2023-06-07,2024-03-21,288.0,48.0,4,10,4,5.7,5.9,0.0,False
CUST10850,Amman,Enterprise,Finance,Instagram,Won,True,Active,CRM Basic,No Campaign,Social Media,Lina Haddad,2024-08-31,2025-05-09,251.0,82.0,7,9,1,3.8,6.6,1727.34,True
CUST10851,Amman,Consumer,Finance,Website,Lost,False,Active,CRM Professional,Back-to-School,Email,Ahmad Saleh,2025-07-25,2025-12-31,159.0,43.0,6,9,1,15.0,10.0,0.0,False
CUST10852,Aqaba,Consumer,Hospitality,LinkedIn,Qualified,False,Active,CRM Professional,Year-End Campaign,Phone,Lina Haddad,2025-08-13,2025-12-31,140.0,56.0,5,4,3,20.0,10.0,0.0,False
CUST10853,Irbid,Consumer,Retail,Website,Won,True,Active,CRM Basic,Spring Campaign,Email,Yara Odeh,2025-10-17,2025-12-31,75.0,58.0,2,10,4,1.0,5.7,200.55,True
CUST10854,Karak,Consumer,Technology,LinkedIn,Qualified,False,Active,Analytics Add-on,Q1 Acquisition,WhatsApp,Lina Haddad,2023-07-06,2024-01-23,201.0,68.0,7,12,5,5.7,7.4,0.0,False
CUST10855,Irbid,Corporate,Healthcare,Instagram,Qualified,False,Active,CRM Enterprise,Summer Campaign,Email,Samer Khalil,2023-06-19,2024-03-30,285.0,45.0,6,8,6,12.0,7.2,0.0,False
CUST10856,Jerash,Corporate,Manufacturing,Trade Show,Lost,False,Active,CRM Basic,No Campaign,WhatsApp,Yara Odeh,2025-05-24,2025-12-31,221.0,31.0,8,10,2,9.8,,0.0,False
CUST10857,Jerash,Consumer,Education,Website,Qualified,False,Active,CRM Basic,Spring Campaign,Email,Yara Odeh,2023-05-24,2023-08-27,95.0,22.0,2,7,5,10.9,8.0,0.0,False
CUST10858,Aqaba,Consumer,Technology,Google Ads,Qualified,False,Inactive,CRM Basic,Year-End Campaign,WhatsApp,Samer Khalil,2024-03-27,2024-12-30,278.0,32.0,6,13,3,17.0,6.6,0.0,False
CUST10859,Amman,Consumer,Technology,Unknown,Negotiation,False,Active,CRM Professional,No Campaign,WhatsApp,Ahmad Saleh,2024-02-05,2024-12-26,325.0,100.0,7,12,1,,7.7,82.3,True
CUST10860,Amman,Consumer,Healthcare,Cold Call,Contacted,False,Active,CRM Professional,No Campaign,Phone,Samer Khalil,2025-06-21,2025-12-31,193.0,52.0,7,9,2,16.6,10.0,0.0,False
CUST10861,Salt,Corporate,Hospitality,Website,Contacted,False,Active,CRM Basic,No Campaign,Website,Lina Haddad,2024-09-08,2024-12-06,89.0,65.0,3,13,3,1.5,7.2,0.0,False
CUST10862,Amman,Consumer,Manufacturing,LinkedIn,Lost,False,Prospect,CRM Enterprise,Referral Program,Website,Samer Khalil,2023-05-25,2023-08-05,72.0,27.0,6,6,3,15.8,,0.0,False
CUST10863,Salt,Corporate,Construction,Website,Negotiation,False,Active,CRM Professional,Q1 Acquisition,Phone,Yara Odeh,2023-01-15,,,34.0,5,7,0,1.4,9.3,856.81,True
CUST10864,Zarqa,Small Business,Construction,Unknown,Won,True,Active,CRM Professional,No Campaign,WhatsApp,Omar Mansour,2025-08-15,2025-12-22,129.0,67.0,2,12,5,6.4,8.9,1456.97,True
CUST10865,Irbid,Corporate,Hospitality,Instagram,Contacted,False,Active,Marketing Add-on,No Campaign,Website,Samer Khalil,2024-08-02,2025-03-02,212.0,12.0,4,11,4,4.4,8.2,0.0,False
CUST10866,Salt,Consumer,Hospitality,Facebook,Proposal,False,Prospect,CRM Basic,Year-End Campaign,Website,Ahmad Saleh,2023-02-06,2024-01-15,343.0,53.0,2,5,2,23.2,6.1,25.11,True
CUST10867,Jerash,Small Business,Retail,Website,Lost,False,Inactive,CRM Professional,Q1 Acquisition,Email,Lina Haddad,2024-12-27,2025-04-02,96.0,68.0,2,8,6,3.5,8.3,0.0,False
CUST10868,Irbid,Small Business,Hospitality,Email Campaign,Contacted,False,Inactive,CRM Professional,Back-to-School,Social Media,Yara Odeh,2023-04-24,2023-07-08,75.0,48.0,2,7,3,13.0,6.4,0.0,False
CUST10869,Jerash,Corporate,Manufacturing,Cold Call,Contacted,False,Active,CRM Basic,Spring Campaign,Phone,Yara Odeh,2023-05-09,2023-07-02,54.0,79.0,6,7,1,16.7,,0.0,False
CUST10870,Zarqa,Consumer,Retail,Email Campaign,Qualified,False,Inactive,CRM Basic,Back-to-School,Social Media,Lina Haddad,2025-12-30,2025-12-31,1.0,71.0,3,6,4,19.4,9.0,0.0,False
CUST10871,Jerash,Consumer,Construction,Trade Show,Qualified,False,Inactive,CRM Professional,Referral Program,WhatsApp,Ahmad Saleh,2023-06-25,2023-08-18,54.0,81.0,3,6,6,13.0,5.1,0.0,False
CUST10872,Aqaba,Small Business,Unknown,Trade Show,New Lead,False,Active,Analytics Add-on,Year-End Campaign,Email,Samer Khalil,2025-05-20,2025-12-24,218.0,35.0,3,9,3,4.3,5.8,0.0,False
CUST10873,Jerash,Consumer,Education,Facebook,Won,True,Prospect,Analytics Add-on,Referral Program,Website,Lina Haddad,2025-12-22,2025-12-31,9.0,52.0,12,9,4,6.5,8.6,179.38,True
CUST10874,Jerash,Consumer,Education,Facebook,Lost,False,Active,CRM Enterprise,Back-to-School,Meeting,Lina Haddad,2023-09-23,2023-12-31,99.0,25.0,6,9,3,,4.7,0.0,False
CUST10875,Madaba,Enterprise,Construction,Trade Show,Proposal,False,Active,CRM Professional,Back-to-School,Email,Omar Mansour,2025-06-03,2025-06-23,20.0,92.0,5,6,2,23.6,6.7,949.15,True
CUST10876,Jerash,Consumer,Healthcare,Website,Won,True,Prospect,CRM Professional,No Campaign,Phone,Ahmad Saleh,2025-02-23,2025-04-10,46.0,84.0,5,2,3,16.3,6.4,236.0,True
CUST10877,Karak,Consumer,Construction,Referral,Won,True,Inactive,CRM Basic,Year-End Campaign,WhatsApp,Yara Odeh,2025-05-13,,,53.0,9,4,3,,4.4,208.75,True
CUST10878,Amman,Consumer,Manufacturing,Website,Negotiation,False,Active,CRM Basic,Referral Program,Email,Yara Odeh,2024-05-09,2024-07-06,58.0,86.0,5,6,4,11.7,,83.87,True
CUST10879,Karak,Small Business,Hospitality,Cold Call,New Lead,False,Active,CRM Professional,Year-End Campaign,Email,Samer Khalil,2023-01-01,2023-04-22,111.0,9.0,7,10,4,9.1,,0.0,False
CUST10880,Karak,Consumer,Retail,Trade Show,New Lead,False,Prospect,CRM Professional,Year-End Campaign,Email,Samer Khalil,2023-03-29,2023-08-05,129.0,49.0,3,5,1,14.3,7.3,0.0,False
CUST10881,Jerash,Small Business,Healthcare,Email Campaign,New Lead,False,Active,CRM Basic,No Campaign,Website,Lina Haddad,2023-09-28,2024-08-30,337.0,35.0,5,8,3,9.7,5.9,0.0,False
CUST10882,Irbid,Consumer,Unknown,Facebook,New Lead,False,Active,CRM Basic,Summer Campaign,WhatsApp,Dana Nasser,2023-05-02,2023-11-12,194.0,54.0,7,8,4,2.0,6.2,0.0,False
CUST10883,Madaba,Consumer,Technology,Email Campaign,Contacted,False,Active,CRM Basic,Back-to-School,Website,Omar Mansour,2024-02-08,2025-01-13,340.0,45.0,5,12,4,7.9,7.8,0.0,False
CUST10884,Salt,Corporate,Finance,Trade Show,Qualified,False,Prospect,CRM Professional,Summer Campaign,Email,Omar Mansour,2025-10-01,2025-12-31,91.0,75.0,5,6,7,12.3,6.2,0.0,False
CUST10885,Karak,Consumer,Finance,Instagram,Contacted,False,Prospect,CRM Professional,Referral Program,Website,Omar Mansour,2023-02-04,2023-02-12,8.0,19.0,4,10,4,10.1,6.2,0.0,False
CUST10886,Irbid,Enterprise,Retail,Trade Show,New Lead,False,Active,CRM Basic,No Campaign,Website,Yara Odeh,2024-08-03,2024-09-01,29.0,47.0,6,11,6,11.0,6.9,0.0,False
CUST10887,Karak,Consumer,Healthcare,Google Ads,Proposal,False,Active,CRM Basic,Summer Campaign,Phone,Lina Haddad,2023-02-12,,,58.0,5,5,6,24.4,7.2,11.26,True
CUST10888,Irbid,Consumer,Construction,Cold Call,Contacted,False,Active,CRM Basic,Q1 Acquisition,Social Media,Ahmad Saleh,2024-10-29,2025-04-08,161.0,57.0,4,6,4,2.5,5.9,0.0,False
CUST10889,Jerash,Consumer,Education,Google Ads,Won,True,Active,CRM Basic,Back-to-School,Social Media,Ahmad Saleh,2024-05-07,2024-09-15,131.0,74.0,6,9,3,3.2,6.0,154.47,True
CUST10890,Jerash,Consumer,Manufacturing,Email Campaign,New Lead,False,Prospect,CRM Professional,No Campaign,Phone,Omar Mansour,2024-05-31,,,22.0,9,7,2,37.2,8.1,0.0,False
CUST10891,Madaba,Enterprise,Retail,Instagram,Won,True,Active,CRM Basic,Spring Campaign,Phone,Yara Odeh,2023-03-09,2023-08-19,163.0,78.0,5,4,4,20.7,5.1,2676.45,True
CUST10892,Madaba,Corporate,Retail,Cold Call,Lost,False,Active,CRM Enterprise,Back-to-School,Meeting,Dana Nasser,2024-07-06,2025-01-19,197.0,70.0,6,14,7,11.7,9.7,0.0,False
CUST10893,Karak,Consumer,Manufacturing,LinkedIn,Negotiation,False,Inactive,CRM Professional,Spring Campaign,Website,Yara Odeh,2025-08-14,2025-12-31,139.0,61.0,7,8,5,6.7,,129.98,True
CUST10894,Aqaba,Small Business,Construction,Unknown,Negotiation,False,Active,CRM Professional,No Campaign,Meeting,Dana Nasser,2025-07-16,2025-12-31,168.0,77.0,5,15,4,4.7,8.9,493.59,True
CUST10895,Jerash,Small Business,Hospitality,Google Ads,Lost,False,Active,CRM Basic,Unknown,Website,Samer Khalil,2023-04-24,2023-11-22,212.0,32.0,5,10,4,22.9,8.5,0.0,False
CUST10896,Madaba,Consumer,Education,Cold Call,Contacted,False,Active,CRM Basic,Year-End Campaign,WhatsApp,Dana Nasser,2025-09-24,2025-12-31,98.0,11.0,7,8,0,10.8,7.2,0.0,False
CUST10897,Irbid,Consumer,Unknown,Cold Call,Lost,False,Inactive,CRM Basic,Q1 Acquisition,Social Media,Omar Mansour,2023-03-14,2023-12-15,276.0,,2,4,3,15.6,8.0,0.0,False
CUST10898,Zarqa,Enterprise,Technology,Google Ads,Won,True,Active,Marketing Add-on,Year-End Campaign,Website,Samer Khalil,2024-04-21,2024-07-03,73.0,100.0,14,5,2,,,2215.3,True
CUST10899,Karak,Enterprise,Education,Instagram,Negotiation,False,Active,Analytics Add-on,Summer Campaign,WhatsApp,Omar Mansour,2025-01-15,2025-07-01,167.0,46.0,3,5,4,0.5,7.1,639.22,True
CUST10900,Salt,Enterprise,Technology,Instagram,Qualified,False,Active,CRM Basic,Back-to-School,Meeting,Yara Odeh,2023-07-23,2024-04-08,260.0,79.0,3,7,5,1.4,6.2,0.0,False
CUST10901,Madaba,Corporate,Finance,Facebook,Proposal,False,Prospect,CRM Enterprise,Back-to-School,Social Media,Yara Odeh,2024-12-20,2025-08-20,243.0,20.0,7,7,5,7.7,8.8,812.92,True
CUST10902,Madaba,Small Business,Manufacturing,Website,Proposal,False,Active,CRM Basic,Year-End Campaign,WhatsApp,Ahmad Saleh,2025-02-10,2025-11-12,275.0,66.0,5,6,2,48.5,6.0,85.8,True
CUST10903,Jerash,Consumer,Education,Email Campaign,Proposal,False,Prospect,CRM Basic,No Campaign,WhatsApp,Omar Mansour,2023-09-17,2023-12-28,102.0,39.0,3,7,4,7.6,7.1,14.26,True
CUST10904,Jerash,Consumer,Hospitality,Email Campaign,Negotiation,False,Inactive,CRM Enterprise,Summer Campaign,Phone,Samer Khalil,2024-07-18,2025-01-07,173.0,82.0,6,12,3,12.8,8.4,309.44,True
CUST10905,Salt,Consumer,Education,Google Ads,New Lead,False,Prospect,CRM Basic,Spring Campaign,Email,Omar Mansour,2024-01-29,2024-07-18,171.0,29.0,10,9,5,12.2,6.6,0.0,False
CUST10906,Madaba,Small Business,Healthcare,Email Campaign,Qualified,False,Active,CRM Professional,Referral Program,Email,Lina Haddad,2024-06-22,2024-11-10,141.0,48.0,3,7,2,3.6,7.9,0.0,False
CUST10907,Karak,Corporate,Healthcare,Email Campaign,Qualified,False,Active,CRM Enterprise,Referral Program,Email,Yara Odeh,2025-12-14,2025-12-31,17.0,37.0,5,7,3,5.3,6.0,0.0,False
CUST10908,Aqaba,Corporate,Manufacturing,Website,Contacted,False,Active,CRM Professional,Spring Campaign,WhatsApp,Samer Khalil,2023-10-19,2024-01-13,86.0,7.0,4,7,3,15.5,6.8,,False
CUST10909,Madaba,Enterprise,Hospitality,Cold Call,Contacted,False,Active,Marketing Add-on,Q1 Acquisition,Website,Dana Nasser,2025-06-17,2025-08-08,52.0,44.0,4,7,2,8.3,7.6,0.0,False
CUST10910,Unknown,Corporate,Education,Cold Call,New Lead,False,Prospect,Analytics Add-on,Year-End Campaign,Meeting,Ahmad Saleh,2023-04-08,2023-07-28,111.0,26.0,5,9,9,6.4,5.6,0.0,False
CUST10911,Irbid,Enterprise,Construction,Trade Show,Qualified,False,Active,Analytics Add-on,Q1 Acquisition,Email,Dana Nasser,2023-05-09,2024-04-15,342.0,52.0,1,13,1,3.6,4.7,0.0,False
CUST10912,Aqaba,Consumer,Finance,Cold Call,Qualified,False,Active,CRM Professional,No Campaign,Website,Omar Mansour,2023-07-07,2023-08-19,43.0,53.0,6,9,6,5.0,6.9,0.0,False
CUST10913,Aqaba,Corporate,Hospitality,Google Ads,New Lead,False,Active,CRM Basic,Year-End Campaign,Social Media,Dana Nasser,2023-05-06,2023-12-03,211.0,23.0,2,14,3,24.8,6.8,0.0,False
CUST10914,Aqaba,Small Business,Retail,LinkedIn,Lost,False,Inactive,CRM Enterprise,No Campaign,Meeting,Samer Khalil,2025-08-19,2025-12-31,134.0,47.0,4,5,5,,7.6,0.0,False
CUST10915,Jerash,Consumer,Manufacturing,Trade Show,Won,True,Active,Marketing Add-on,Referral Program,Meeting,Lina Haddad,2025-11-05,2025-12-31,56.0,76.0,13,8,0,7.7,7.2,104.1,True
CUST10916,Salt,Enterprise,Construction,Website,Negotiation,False,Active,CRM Professional,Year-End Campaign,Email,Dana Nasser,2024-11-17,2025-10-29,346.0,90.0,9,6,1,20.6,7.3,2125.06,True
CUST10917,Madaba,Corporate,Hospitality,Unknown,Contacted,False,Active,Marketing Add-on,Back-to-School,WhatsApp,Omar Mansour,2024-02-16,2024-10-13,240.0,98.0,4,4,3,2.7,8.0,0.0,False
CUST10918,Aqaba,Consumer,Manufacturing,Instagram,Proposal,False,Inactive,CRM Basic,Back-to-School,Phone,Dana Nasser,2024-09-05,2024-12-29,115.0,72.0,1,6,4,1.1,6.0,15.73,True
CUST10919,Amman,Consumer,Hospitality,Website,Proposal,False,Active,CRM Professional,Referral Program,WhatsApp,Dana Nasser,2025-06-02,2025-06-28,26.0,89.0,6,11,5,6.5,7.1,41.7,True
CUST10920,Salt,Small Business,Healthcare,Facebook,Lost,False,Active,CRM Basic,Year-End Campaign,Meeting,Samer Khalil,2025-06-06,2025-12-31,208.0,48.0,8,11,4,5.0,8.0,0.0,False
CUST10921,Amman,Small Business,Finance,Email Campaign,Negotiation,False,Active,CRM Professional,Spring Campaign,Website,Omar Mansour,2024-08-20,2024-11-05,77.0,82.0,7,6,3,6.8,,421.52,True
CUST10922,Amman,Enterprise,Manufacturing,Referral,Proposal,False,Prospect,Analytics Add-on,Year-End Campaign,Social Media,Omar Mansour,2025-07-07,2025-11-21,137.0,60.0,5,10,3,3.8,7.9,673.42,True
CUST10923,Jerash,Consumer,Finance,Unknown,Won,True,Active,CRM Professional,Summer Campaign,Meeting,Lina Haddad,2024-01-10,2024-01-30,20.0,78.0,7,9,3,5.7,5.9,315.96,True
CUST10924,Zarqa,Consumer,Manufacturing,Trade Show,New Lead,False,Inactive,Marketing Add-on,Q1 Acquisition,WhatsApp,Samer Khalil,2024-02-04,2024-09-02,211.0,100.0,6,2,9,3.8,8.5,0.0,False
CUST10925,Jerash,Consumer,Healthcare,Google Ads,New Lead,False,Inactive,CRM Professional,Summer Campaign,Meeting,Yara Odeh,2023-11-24,2024-07-21,240.0,68.0,6,4,8,1.2,5.7,0.0,False
CUST10926,Jerash,Consumer,Retail,Instagram,Negotiation,False,Active,CRM Professional,Spring Campaign,Phone,Samer Khalil,2025-12-10,2025-12-31,21.0,92.0,6,6,3,8.1,8.5,138.69,True
CUST10927,Zarqa,Consumer,Construction,Facebook,New Lead,False,Active,Analytics Add-on,No Campaign,Phone,Ahmad Saleh,2025-08-05,2025-12-31,148.0,45.0,6,10,4,6.7,6.4,0.0,False
CUST10928,Zarqa,Enterprise,Healthcare,Google Ads,New Lead,False,Active,CRM Basic,Unknown,Social Media,Lina Haddad,2023-08-09,2024-03-03,207.0,19.0,4,3,5,0.9,8.9,0.0,False
CUST10929,Madaba,Consumer,Manufacturing,Referral,Negotiation,False,Active,Analytics Add-on,Summer Campaign,Email,Lina Haddad,2023-12-18,2024-09-10,267.0,69.0,7,9,6,10.8,4.5,43.73,True
CUST10930,Jerash,Consumer,Finance,Trade Show,Contacted,False,Active,CRM Basic,Referral Program,WhatsApp,Omar Mansour,2023-07-11,2023-12-12,154.0,69.0,8,7,3,6.0,6.7,0.0,False
CUST10931,Zarqa,Consumer,Technology,Website,Proposal,False,Active,CRM Professional,No Campaign,Meeting,Omar Mansour,2025-05-01,2025-06-12,42.0,100.0,4,7,3,,9.3,58.61,True
CUST10932,Madaba,Consumer,Healthcare,Instagram,Won,True,Active,CRM Enterprise,Summer Campaign,WhatsApp,Lina Haddad,2025-12-17,2025-12-28,11.0,82.0,3,13,4,19.3,7.7,883.87,True
CUST10933,Madaba,Corporate,Finance,Referral,Contacted,False,Active,Marketing Add-on,Year-End Campaign,Phone,Samer Khalil,2025-05-31,2025-12-31,214.0,75.0,1,6,4,18.1,7.1,0.0,False
CUST10934,Zarqa,Small Business,Hospitality,Facebook,Contacted,False,Inactive,CRM Professional,Summer Campaign,Website,Ahmad Saleh,2025-10-10,2025-12-31,82.0,53.0,6,9,6,25.2,8.2,0.0,False
CUST10935,Irbid,Corporate,Hospitality,Instagram,New Lead,False,Inactive,CRM Enterprise,Spring Campaign,WhatsApp,Omar Mansour,2025-06-25,2025-12-31,189.0,66.0,2,9,2,4.2,9.6,0.0,False
CUST10936,Jerash,Consumer,Healthcare,LinkedIn,New Lead,False,Active,Analytics Add-on,Summer Campaign,Phone,Ahmad Saleh,2023-07-26,2024-03-12,230.0,1.0,3,11,5,29.4,10.0,0.0,False
CUST10937,Madaba,Consumer,Manufacturing,LinkedIn,New Lead,False,Active,CRM Basic,Year-End Campaign,Website,Lina Haddad,2024-04-15,2024-11-21,220.0,23.0,4,7,3,13.9,5.1,0.0,False
CUST10938,Jerash,Small Business,Hospitality,Trade Show,New Lead,False,Prospect,Analytics Add-on,Referral Program,Email,Samer Khalil,2024-11-08,2025-01-12,65.0,46.0,9,9,7,7.2,10.0,0.0,False
CUST10939,Zarqa,Consumer,Finance,Website,Qualified,False,Inactive,CRM Professional,Summer Campaign,Email,Ahmad Saleh,2025-06-28,2025-12-31,186.0,36.0,4,6,3,5.5,8.5,0.0,False
CUST10940,Karak,Corporate,Construction,Trade Show,Contacted,False,Prospect,CRM Basic,Q1 Acquisition,Phone,Yara Odeh,2025-12-10,,,58.0,5,8,1,8.2,8.1,0.0,False
CUST10941,Madaba,Consumer,Retail,Trade Show,Negotiation,False,Active,CRM Professional,Q1 Acquisition,Phone,Dana Nasser,2024-11-02,2025-09-26,328.0,74.0,4,5,7,10.8,7.6,115.58,True
CUST10942,Madaba,Small Business,Finance,Email Campaign,Won,True,Active,CRM Basic,No Campaign,Email,Lina Haddad,2023-02-05,2023-03-29,52.0,48.0,2,8,6,24.8,10.0,304.64,True
CUST10943,Amman,Consumer,Hospitality,Website,Won,True,Active,CRM Basic,Year-End Campaign,Phone,Samer Khalil,2024-07-08,2025-03-28,263.0,44.0,8,11,3,3.9,7.5,166.68,True
CUST10944,Amman,Small Business,Hospitality,Email Campaign,Proposal,False,Inactive,CRM Professional,Referral Program,Social Media,Lina Haddad,2025-12-17,2025-12-31,14.0,74.0,9,7,3,15.5,7.9,118.86,True
CUST10945,Madaba,Enterprise,Unknown,Google Ads,New Lead,False,Active,CRM Basic,Back-to-School,WhatsApp,Lina Haddad,2023-09-21,2024-09-14,359.0,17.0,9,12,2,18.1,6.5,0.0,False
CUST10946,Zarqa,Small Business,Technology,Referral,Negotiation,False,Active,CRM Enterprise,Back-to-School,Social Media,Ahmad Saleh,2023-08-16,2024-06-28,317.0,64.0,7,8,2,4.4,8.9,489.44,True
CUST10947,Amman,Small Business,Unknown,Referral,Qualified,False,Active,CRM Professional,Spring Campaign,Website,Ahmad Saleh,2023-11-11,2024-09-30,324.0,73.0,4,7,5,24.2,9.2,0.0,False
CUST10948,Irbid,Enterprise,Finance,Website,New Lead,False,Inactive,CRM Enterprise,Spring Campaign,Phone,Dana Nasser,2024-01-28,2024-06-30,154.0,38.0,4,10,7,12.9,9.7,0.0,False
CUST10949,Irbid,Small Business,Hospitality,Website,Won,True,Active,CRM Professional,Q1 Acquisition,Phone,Omar Mansour,2025-12-29,2025-12-31,2.0,72.0,9,6,3,10.0,6.9,663.84,True
CUST10950,Jerash,Consumer,Manufacturing,Google Ads,Contacted,False,Active,Analytics Add-on,No Campaign,Website,Dana Nasser,2024-12-28,2025-05-17,140.0,20.0,4,8,4,4.9,6.0,0.0,False
CUST10951,Salt,Consumer,Healthcare,Referral,Contacted,False,Prospect,CRM Basic,No Campaign,WhatsApp,Yara Odeh,2023-07-26,2023-09-15,51.0,80.0,11,5,6,4.3,,0.0,False
CUST10952,Irbid,Corporate,Healthcare,Google Ads,Won,True,Inactive,CRM Professional,Year-End Campaign,Email,Samer Khalil,2024-09-08,2025-01-03,117.0,96.0,8,9,6,11.3,7.8,3615.8,True
